features,label
"[-4.3189490e+02  6.0760571e+01  7.9100198e-01 -3.0778458e+00
  1.4706163e+00 -5.3116620e-01 -1.2065273e+01  2.0687909e+00
 -1.3791708e+01 -4.0804138e+00 -1.0755249e+01 -5.6529231e+00
 -2.2048330e+00 -8.1031996e-01  1.6301005e+00 -3.0518839e-01
 -2.4912262e+00  1.3957418e+01  8.6718947e-01  2.2278662e-01
  1.5879383e+00  2.3667994e+00 -9.0237238e-02  6.5829425e+00
  2.2677240e+00  7.5051265e+00  2.8777323e+00  8.3116150e+00
  1.7414931e+00  6.8498402e+00  6.8159199e-01  5.5768418e+00
  1.7104372e+00  3.3606422e+00  2.3144875e+00  4.3697238e+00
  4.0350113e+00  8.9182692e+00  7.8302307e+00  1.0826149e+01]",happy
"[-4.2254068e+02  6.7686516e+01  3.6667120e+00 -8.9522352e+00
 -5.7521849e+00 -5.8348942e-01 -7.0606947e+00  5.7648168e+00
 -1.4612864e+01 -3.3672099e+00 -7.1771693e+00 -1.1003293e+01
 -2.2449560e+00  1.0922892e+00  2.0146932e-01  3.7119238e+00
 -2.5219769e+00  1.5296435e+01 -9.6029657e-01  1.2668635e+00
  4.7623787e+00  4.6081986e+00 -2.7997320e+00  3.9058435e+00
 -5.1993918e+00  2.1655979e+00  4.3862623e-01  7.6445279e+00
  2.1860018e-01  8.4722471e+00  3.8540931e+00  6.5794630e+00
  1.9737871e+00  4.3953638e+00  2.2997000e+00  6.0321307e+00
  4.3441815e+00  4.9683843e+00  2.7263098e+00  7.4354038e+00]",happy
"[-4.3111710e+02  7.3209908e+01  1.5098703e+01 -6.8973184e+00
 -1.1798564e+01 -4.9786096e+00 -8.6439857e+00  3.8045430e+00
 -2.0816149e+01 -4.8892012e+00 -1.0114217e+01 -9.7136297e+00
 -2.2093639e+00 -6.3135290e-01  4.1816223e-01  1.5758287e+00
 -3.5771179e+00  1.0223515e+01  1.0652989e+00 -2.6433823e+00
  5.2149024e+00  1.6937895e+00 -2.4390893e+00  7.2188230e+00
 -3.0541573e+00  5.9684868e+00  1.0611022e+00  1.0487084e+01
  1.4389026e+00  9.6506243e+00  2.5623932e-01  5.6553593e+00
  1.2962680e+00  4.3261929e+00  5.1158695e+00  8.4189482e+00
  7.3361936e+00  9.9173546e+00  1.0033157e+01  1.1092943e+01]",happy
"[-4.50106232e+02  4.42451439e+01  1.12426710e+01  1.18570013e+01
  5.88675880e+00 -3.35565114e+00 -7.42882490e+00 -5.40939391e-01
 -1.74023132e+01 -2.59243226e+00 -1.15484495e+01 -7.81985903e+00
 -1.72781456e+00 -3.35992050e+00  6.67300844e+00  5.40876341e+00
  1.91760397e+00  1.81669254e+01  1.79231191e+00  4.71693468e+00
  3.03435516e+00  5.19965506e+00  3.09722200e-02  3.09875417e+00
 -4.14311552e+00  2.94718170e+00  1.64542472e+00  9.85561180e+00
  2.45799088e+00  8.48341751e+00  4.26030445e+00  5.14885235e+00
  3.13856292e+00  3.32076049e+00  8.57327402e-01  5.83717680e+00
  4.87884045e+00  7.50245380e+00  7.53997517e+00  9.73974037e+00]",happy
"[-3.9708600e+02  6.9291748e+01  6.8883090e+00 -8.3854303e+00
  9.3321812e-01  1.6584094e+00 -1.7206999e+01 -8.5080357e+00
 -1.1772134e+01 -8.4075861e+00 -1.1345410e+01 -1.0024436e+01
 -3.5353358e+00  1.2032175e-01  3.3265741e+00  2.5419219e+00
 -3.6263052e-01  1.4920086e+01  1.4583960e-01  1.6564971e+00
  2.0604868e+00  2.7702971e+00 -5.6734180e-01  4.6434689e+00
 -4.6289382e+00  6.8237915e+00  2.0321584e+00  8.5621367e+00
  2.4554694e+00  8.4284430e+00  2.5788288e+00  6.8617935e+00
  2.8680215e+00  4.1337743e+00  1.3620759e+00  2.0424800e+00
  5.3073311e+00  8.0705833e+00  4.8287582e+00  1.1456492e+01]",happy
"[-4.2921677e+02  6.3838917e+01  1.0378923e+01 -5.2152648e+00
 -2.0550914e-01  3.6759198e+00 -1.4138868e+01 -5.3307004e+00
 -1.9391586e+01 -6.5545897e+00 -1.0022950e+01 -3.7158253e+00
 -6.9024110e+00  1.7972126e+00  5.8692775e+00  1.7862542e+00
  4.0933776e+00  1.1597726e+01 -6.9375569e-01  5.2090895e-01
  6.4405885e+00 -6.7410028e-01  6.3210750e-01  2.3993979e+00
 -6.1608057e+00  5.7879004e+00 -3.4801373e-01  8.2718143e+00
  2.7882359e+00  1.1094951e+01  7.9160480e+00  9.6567774e+00
  3.1996200e+00  6.1295152e+00  2.5350899e-01  6.0173101e+00
  3.1246667e+00  5.5550508e+00  4.1677752e+00  9.4219122e+00]",happy
"[-4.4527759e+02  6.8170670e+01  1.0296867e+01 -9.3841076e-01
  2.3013833e+00 -7.5037026e-01 -1.1321351e+01  3.0162513e-02
 -1.6990946e+01 -4.3110442e+00 -9.3628235e+00 -6.2941151e+00
 -1.4357973e+00 -3.1044466e+00  2.6300476e+00  3.2618895e+00
 -2.4898145e+00  1.1818955e+01 -6.4465821e-01  5.2210116e-01
  2.6976395e+00  3.0279863e+00  3.0342307e+00  1.0155842e+01
  2.7011607e+00  7.9738536e+00  9.6698922e-01  7.9598145e+00
  9.2194074e-01  7.0153127e+00  1.2733462e+00  4.3471041e+00
  1.8603871e+00  3.6345899e+00  1.5904598e+00  5.0472045e+00
  2.3668153e+00  4.7001219e+00  6.7301073e+00  1.1273484e+01]",happy
"[-4.3368759e+02  6.1411522e+01  1.1623657e+01 -8.2283440e+00
 -5.7995815e+00  3.9547424e+00 -1.2717802e+01 -2.1927798e+00
 -1.4778920e+01 -3.3941505e+00 -6.1459937e+00 -7.0834293e+00
 -2.7929303e-01 -3.1734746e+00  2.5225323e-01  4.4671159e+00
 -7.8238761e-01  1.3931749e+01 -1.1854057e+00  3.4600833e-01
  2.7846258e+00  1.5859580e+00  2.1775486e+00  1.3859716e+01
 -9.2039146e-02  7.7837920e+00  2.4981594e+00  4.2992764e+00
 -1.4013578e+00  6.4059057e+00  8.9302069e-01  5.5372634e+00
  5.1090956e-01  2.8724282e+00  1.2370924e+00  5.4013472e+00
  1.0389630e+00  4.2002473e+00  6.6185513e+00  1.1107909e+01]",happy
"[-4.2780322e+02  5.7642452e+01  2.7237894e+01 -4.3623242e+00
 -6.5769019e+00  8.3015281e-01 -8.8276663e+00 -2.1705073e-01
 -1.8558865e+01 -4.2695385e-01 -1.4631061e+01 -5.5872064e+00
 -6.9527262e-01 -1.1355504e+00  3.9925132e+00 -2.8245049e+00
  2.5229139e+00  1.2211266e+01 -7.9555845e-01  9.4035602e-01
  3.4619267e+00  1.0122502e+00  2.9697461e+00  7.2196379e+00
 -4.7671843e-01  5.8852868e+00  7.4964726e-01  9.6288919e+00
  1.9864436e+00  7.8430352e+00  1.2455361e+00  4.8960199e+00
  2.9254982e+00  5.0452657e+00  3.4438577e+00  7.3180714e+00
  6.1517825e+00  7.8943081e+00  7.8229384e+00  9.7920589e+00]",happy
"[-4.3569424e+02  4.7556545e+01  2.2853197e+01 -7.6564465e+00
 -1.3691369e+00  2.6435153e+00 -7.6928053e+00 -2.0334380e+00
 -1.4303924e+01 -1.3298013e+00 -1.0785388e+01 -6.6522374e+00
  1.2577831e+00 -9.4018191e-02  3.6025076e+00  3.8840313e+00
  2.2843471e+00  1.5701358e+01  1.0494827e+00  2.1250994e+00
  2.2935636e+00  1.6561645e+00 -1.5797398e+00  6.0330544e+00
 -1.6483747e+00  6.5765123e+00  3.6078746e+00  1.0258376e+01
  1.9210167e+00  1.0504988e+01  1.1417471e+00  5.3513122e+00
  3.6569729e+00  5.0963044e+00  3.9554970e+00  6.9217710e+00
  6.4262257e+00  8.9474688e+00  7.7255921e+00  8.7477436e+00]",happy
"[-4.1738309e+02  7.3143433e+01  1.3784875e+01 -2.1009300e+01
 -8.8115931e+00  8.9568567e+00 -1.2332679e+01 -1.6494985e+00
 -1.5492611e+01 -2.3736453e+00 -1.1666449e+01 -4.4321804e+00
 -3.3994296e+00  2.9302213e-01  2.1788504e+00  4.4190083e+00
  1.9925963e+00  1.1830113e+01  2.0763578e+00 -2.4545982e+00
  5.9641504e+00  1.9931790e+00  2.0923458e-01  4.1070170e+00
 -8.1958675e+00  3.5054626e+00  1.8491793e+00  4.0760088e+00
  1.0097176e+00  7.3136663e+00  2.1048660e+00  1.0154583e+01
  4.0109539e+00  4.3021483e+00  1.0456859e+00  7.3691144e+00
  3.8559992e+00  7.1649032e+00  5.1447678e+00  1.0259550e+01]",happy
"[-4.2041727e+02  5.5651627e+01  1.7769142e+01 -9.3832235e+00
 -5.9560075e+00  3.2045257e+00 -1.1228408e+01 -8.2624716e-01
 -1.6625246e+01 -1.1536717e+00 -1.1483175e+01 -8.7362347e+00
 -1.1905773e+00 -1.8410378e+00  1.6110941e+00 -2.7397525e-01
 -3.7325103e+00  1.3110573e+01 -8.2614684e-01  1.5177546e+00
  3.3371189e+00  1.2658687e-03 -4.0306228e-01  7.8816071e+00
 -3.0645792e+00  7.7199774e+00  3.7695248e+00  9.7955589e+00
  2.9572690e-02  5.7110949e+00 -4.8914835e-01  5.2636395e+00
  2.5386965e+00  3.4364405e+00  3.5775006e-01  4.5805969e+00
  2.5836518e+00  5.4118962e+00  5.2306466e+00  9.9301348e+00]",happy
"[-4.2413528e+02  5.9088276e+01  1.8502800e+01 -1.0202936e+01
 -8.3541861e+00  2.7542219e+00 -9.0141897e+00 -1.3362056e+00
 -1.8655392e+01 -1.1611539e+00 -8.5504017e+00 -7.7222748e+00
 -6.0293298e-02 -2.2224028e+00  1.6523535e+00 -9.7325814e-01
 -2.7324097e+00  1.2938340e+01 -3.7555273e+00  1.3849478e+00
  4.8597579e+00  2.6778340e+00  4.0632424e+00  1.0289274e+01
  1.0714582e+00  7.9746733e+00  2.4196141e+00  8.0719347e+00
 -2.2561824e+00  6.0661354e+00  3.2113652e+00  5.8023062e+00
  2.9118190e+00  3.4319942e+00  5.1250701e+00  1.0077651e+01
  7.3752537e+00  1.0485651e+01  8.4584141e+00  8.2556248e+00]",happy
"[-429.02432      51.441105      8.170884    -11.689667     -6.433348
    6.6097865   -16.141548     -0.6010727   -12.111142     -4.0670347
   -8.371339     -4.5681705    -2.8468287     5.166555      5.1033587
    5.6904435     3.3825483    11.958923      0.75720215    0.6958097
    7.966257      1.4669468     3.6828794    11.713681     -2.3931594
    8.897572      4.392229      7.6469684    -0.5164786     6.035471
    0.75079846    5.9363127    -0.76484054    5.0501385     2.2078707
    9.033566      5.8791795     8.205132      6.264783      9.309537  ]",happy
"[-4.31331970e+02  7.08539963e+01  5.97955847e+00 -1.18111315e+01
 -5.04060268e-01  3.84968352e+00 -1.43981981e+01 -1.08280468e+01
 -1.50017471e+01 -1.93306756e+00 -9.09118843e+00 -1.03755922e+01
 -4.03892517e+00 -2.55365634e+00  2.78915191e+00  1.85402822e+00
 -2.23278475e+00  1.60675354e+01  1.45486546e+00  1.76954854e+00
  3.35674977e+00  6.71112871e+00  4.09713602e+00  1.05432234e+01
  3.90151620e-01  6.59043074e+00 -1.20936513e+00  6.16099262e+00
 -1.11544168e+00  5.84894180e+00  4.77947235e-01  8.11798096e+00
  7.42195249e-01  3.88702512e+00  4.21505833e+00  1.05862818e+01
  8.45015717e+00  9.44370079e+00  6.99721193e+00  9.58603859e+00]",happy
"[-4.6210300e+02  6.4389725e+01  1.3668475e+01  3.4956584e+00
  2.5651379e+00 -2.8913364e+00 -1.2287481e+01 -4.3656486e-01
 -1.1560115e+01 -2.4556477e+00 -1.1700036e+01 -4.9175277e+00
 -2.2724967e+00 -2.8411334e+00  3.3114812e+00  2.7389212e+00
  2.6747375e+00  1.4695415e+01  6.8852019e-01  4.5700583e-01
  5.6967688e+00  3.0501227e+00  4.1141167e+00  9.7971630e+00
 -1.1400384e+00  7.2990484e+00 -4.8674550e-02  6.3335214e+00
 -8.2959443e-02  5.4726825e+00  3.2576911e+00  6.0270939e+00
  2.4445200e+00  1.8576295e+00  1.1414795e+00  7.7198467e+00
  4.5782871e+00  8.5606756e+00  8.1734791e+00  1.2666712e+01]",happy
"[-4.5553049e+02  7.3237427e+01  1.1411445e+01 -7.5152011e+00
  1.9982640e-01  4.5688920e+00 -1.0039065e+01  2.5179741e+00
 -9.1964178e+00 -2.6442344e+00 -9.6522589e+00 -7.0196071e+00
 -2.7122328e+00  3.3199604e+00  1.1647550e+00  3.2372465e+00
  2.2510672e+00  8.6258039e+00  3.0833347e+00  6.6308737e-02
  1.5399590e+00  4.4435883e+00 -6.3356262e-01  4.0211320e+00
 -1.1043283e+00  5.8302250e+00  1.1683378e+00  9.3478518e+00
  2.3009365e+00  7.4042869e+00  3.0079181e+00  4.6468911e+00
  3.3650677e+00  3.8988254e+00  2.8046389e+00  7.4844565e+00
  8.0240631e+00  1.0855935e+01  7.0968833e+00  1.1305179e+01]",happy
"[-4.7012506e+02  7.5832542e+01  1.6665379e+01 -1.2952922e-01
  2.1271183e+00 -7.2895890e-01 -1.2751371e+01 -3.7317936e+00
 -1.2331508e+01 -9.2271042e+00 -1.0105331e+01 -6.7107248e+00
  3.6435291e-01 -8.8351536e-01  3.3837509e+00  6.8368106e+00
  2.8563371e+00  1.3156833e+01 -7.3440874e-01  1.3937120e+00
  5.4406581e+00  2.5723128e+00 -2.4234946e+00  7.7345815e+00
 -7.9951506e+00  7.7215490e+00  4.0584970e+00  8.8309650e+00
  3.5108507e+00  8.2619143e+00  2.3871276e+00  6.6406837e+00
  3.8429859e+00  6.0181112e+00  5.5236306e+00  4.6860037e+00
  3.6596780e+00  6.2221231e+00  5.1997256e+00  1.2411279e+01]",happy
"[-4.5932205e+02  6.3788059e+01  2.4821514e+01  6.6779881e+00
  5.3490682e+00 -1.6910385e+00 -6.1726108e+00  3.8864813e+00
 -1.7262447e+01 -6.5028906e+00 -1.3512618e+01 -9.2261686e+00
 -6.9875836e-01 -3.2157936e+00  3.0407650e+00  2.9740286e+00
  1.5841397e+00  1.3425289e+01 -2.1641812e-01  2.8838925e+00
 -6.8867896e-03  2.4680676e+00 -2.7293165e+00  7.6365215e-01
 -2.8355470e+00  5.5467215e+00  8.0754185e-01  7.4024100e+00
  1.9366477e+00  9.2162437e+00  3.1416202e+00  3.1426477e+00
  3.6262736e+00  1.9364311e+00  2.9932194e+00  4.8945026e+00
  9.6021610e-01  4.0855412e+00  3.2543337e+00  1.0505471e+01]",happy
"[-4.44210358e+02  7.85518112e+01  1.86294594e+01 -3.74533916e+00
 -3.51675773e+00  1.47848785e+00 -1.01661825e+01  4.09215975e+00
 -8.52600384e+00 -2.45056081e+00 -8.56939888e+00 -1.19427643e+01
 -8.30522776e-01 -1.69317782e+00 -2.81156898e-01  1.61278915e+00
 -1.33129048e+00  1.32757254e+01  2.63618559e-01 -1.19243610e+00
  3.27725363e+00  7.75519788e-01 -8.33089113e-01  7.45622396e+00
 -1.93094289e+00  7.05645466e+00  2.83322525e+00  7.39331341e+00
 -6.67962187e-04  4.77026463e+00  3.16544628e+00  5.72252464e+00
  5.38841438e+00  4.29533529e+00 -7.37820119e-02  3.57376504e+00
  2.36296868e+00  6.18624115e+00  5.05318785e+00  9.88753700e+00]",happy
"[-4.46920044e+02  6.43265839e+01  1.49222050e+01 -7.32438040e+00
  7.17462444e+00  2.32485175e+00 -1.63611755e+01  2.88843894e+00
 -1.12614098e+01 -7.33947611e+00 -9.99861050e+00 -1.07488012e+01
 -1.15618676e-01  3.82565051e-01  2.63130140e+00  2.72756529e+00
  8.87830183e-02  1.33261423e+01 -1.39100099e+00  5.82914710e-01
  1.13501263e+00  1.24731815e+00 -1.09845006e+00  7.24335051e+00
 -1.49141061e+00  7.80822420e+00  3.75071025e+00  9.48003197e+00
  9.97053623e-01  7.75714397e+00  3.28738594e+00  5.78092623e+00
  2.22449470e+00  2.27053213e+00  1.75503755e+00  8.28754520e+00
  8.80966663e+00  9.61144924e+00  5.51536703e+00  7.12105465e+00]",happy
"[-440.49588     76.03761     16.708893   -15.959025     5.497452
    5.334523   -13.33805     -8.56386    -11.654461     1.9400482
  -16.122725    -6.5620065   -3.9559445   -2.2809422    4.3315454
    1.6974708    1.9863368   12.7065935   -2.2254899   -1.2432921
    1.8527949    2.705145     4.2470126    7.0725546   -1.4557568
    5.1580243   -1.5679432    4.5814505   -2.266421     7.700768
    3.6375253    8.084998     4.2688465    2.6283689    2.7297826
    5.463176     1.0395443    5.697601     7.031365    10.952057 ]",happy
"[-4.2524295e+02  6.5556183e+01  1.2090655e+01 -1.7823290e+01
 -7.2766967e+00  4.1470995e+00 -1.0396976e+01  4.0342933e-01
 -1.5210096e+01 -1.3246017e+00 -1.0701713e+01 -6.8073130e+00
  5.8673626e-01 -2.9754424e-01  2.3945234e+00  2.9425752e+00
  5.7847375e-01  1.3164369e+01 -1.2439752e+00 -1.8129640e+00
  3.1277392e+00  4.3813524e+00  5.9996367e-01  7.6845717e+00
 -3.0142341e+00  6.6850939e+00  3.3951604e+00  1.0003339e+01
  1.0167363e+00  7.4906425e+00  9.8233825e-01  7.6298923e+00
  3.7346098e+00  4.6349649e+00  2.2014513e+00  5.2864075e+00
  4.4675884e+00  7.7866402e+00  7.8592796e+00  8.6978674e+00]",happy
"[-440.12415      77.51901      10.052312    -12.558557     -4.5410457
    2.8481      -10.467325     -0.9115161   -17.073845    -11.573321
   -6.1685677   -12.19526      -1.4935968     1.4358772     2.5227203
    6.1008244     0.9200276    11.921411     -0.6480596     0.81185347
    2.9263709     1.9389191    -4.8623867     5.7318883    -5.98792
    5.4609203     3.5852044     8.679595      3.8186815     8.320373
    4.5013547     7.7422805     4.1029267     6.579408      5.2911115
    9.64411       9.000713     11.313989      9.222095     12.016165  ]",happy
"[-4.4863446e+02  8.3835426e+01  7.8097019e+00 -8.1757421e+00
  6.1034143e-01  2.9732187e+00 -1.3105083e+01  1.3084641e+00
 -1.0254285e+01 -9.3322878e+00 -6.7004805e+00 -1.3348691e+01
 -3.6864722e+00  3.3179492e-01 -1.9367954e+00  6.8851380e+00
  1.5600724e+00  1.5637338e+01  1.0443794e+00  2.1222539e+00
  2.1094599e+00  2.6890121e+00 -3.2314498e+00  3.9433136e+00
 -7.5424547e+00  2.8235633e+00  8.4906489e-01  6.7874422e+00
  4.3706226e+00  1.0645913e+01  5.1779017e+00  8.0587168e+00
  3.4143517e+00  4.5229516e+00  3.7753410e+00  6.9093738e+00
  5.7543001e+00  6.3776960e+00  5.8767958e+00  1.0655937e+01]",happy
"[-4.5742621e+02  6.7420502e+01  1.5287158e+01 -8.0119457e+00
  1.1634393e+00 -3.9610982e-02 -1.4540377e+01 -1.8383620e+00
 -1.4090543e+01 -9.5675629e-01 -9.4521656e+00 -4.5288725e+00
  5.7906413e-01 -2.8806431e+00  9.8716152e-01  2.5180870e-01
 -5.1022661e-01  1.3932271e+01 -2.4395819e+00  3.5192649e+00
  7.6471467e+00  6.6949830e+00  7.9038243e+00  1.2012536e+01
  1.2170355e+00  6.9873810e+00 -1.6854037e-01  8.4884253e+00
 -1.6347337e-01  4.5119562e+00  6.4718610e-01  4.9780521e+00
  2.3410122e+00  2.1673763e+00  3.9356434e-01  4.3186584e+00
  2.5256064e+00  4.6496572e+00  5.2592764e+00  8.8882637e+00]",happy
"[-4.3378375e+02  7.3290901e+01  5.0501709e+00 -1.4197673e+01
 -1.2050060e+00  5.4850354e+00 -1.6415043e+01 -4.5484147e+00
 -1.2224247e+01 -8.3328409e+00 -9.6639957e+00 -8.6910067e+00
  1.9566259e+00  3.6846993e+00  5.0364237e+00  8.4334059e+00
 -1.3235782e+00  9.4796696e+00 -1.4839020e-01 -1.0113163e+00
  4.6296468e+00  1.4816579e+00 -5.0090609e+00  4.9859519e+00
 -2.7547512e+00  5.9314175e+00  5.4501553e+00  1.0389342e+01
  4.7520971e+00  1.0050986e+01  6.7211050e-01  4.7083173e+00
  3.3287649e+00  5.2045608e+00  5.1754737e+00  8.2873144e+00
  6.8985281e+00  7.8050637e+00  6.0449281e+00  9.6598330e+00]",happy
"[-4.2949261e+02  7.5726074e+01  1.4313273e+01 -4.4624491e+00
  2.7883227e+00  6.4224544e+00 -9.0977573e+00  4.0492654e+00
 -1.4769998e+01 -4.0577130e+00 -1.1341084e+01 -1.1557287e+01
 -3.5611403e+00 -1.8317620e+00 -2.2976348e+00 -2.3693177e-01
 -9.4268221e-01  1.3165538e+01  2.9704356e+00 -1.0369214e-02
  4.3422556e+00  2.3635571e+00  1.4149660e+00  2.3706484e+00
 -4.7260413e+00  3.0284309e+00 -1.6702373e+00  7.5420752e+00
 -4.3923482e-01  8.6745281e+00  3.1796644e+00  4.5503869e+00
  2.2669556e+00  3.4484727e+00  2.6062987e+00  6.7149577e+00
  6.0723844e+00  9.9240789e+00  6.8945532e+00  9.3934898e+00]",happy
"[-4.41598145e+02  7.76590652e+01  2.63612747e+01 -4.55520105e+00
 -4.22118044e+00 -1.11569381e+00 -9.25371265e+00  3.96242172e-01
 -1.50669775e+01 -1.12248480e+00 -1.35220919e+01 -1.35552626e+01
 -3.56511569e+00 -1.72493017e+00 -6.64126694e-01  1.28959429e+00
 -2.08142534e-01  8.71054840e+00  1.89448273e+00  2.01751679e-01
  6.48066950e+00  2.53109479e+00  7.86899030e-02  2.09176373e+00
 -4.62466478e+00  4.24215412e+00 -3.68844175e+00  8.63393211e+00
 -2.81473041e-01  1.12041969e+01  5.83770180e+00  5.87291098e+00
  1.42748427e+00  1.95115352e+00  1.82683551e+00  8.00474739e+00
  8.23422432e+00  1.20978298e+01  8.59137440e+00  6.93942070e+00]",happy
"[-4.5692490e+02  6.5878540e+01  1.7076363e+01 -9.4557781e+00
  4.5859470e+00  2.3196843e+00 -4.5446973e+00  1.7574381e+00
 -1.1565870e+01 -2.9550834e+00 -7.0809579e+00 -3.7154799e+00
 -1.2762704e+00  7.3861378e-01  1.4536781e+00  2.5645363e+00
 -6.1250156e-01  1.2288895e+01 -1.3431513e+00  1.0853196e+00
  6.2301481e-01  1.9665793e+00  7.9633646e-02  5.2482481e+00
  1.6596825e-01  9.5624990e+00  2.7910297e+00  9.7549295e+00
  4.0973622e-02  5.0514183e+00  1.0672332e+00  4.9915895e+00
  3.7109168e+00  4.4822359e+00  2.1682236e+00  5.1517282e+00
  1.4934918e+00  4.5418620e+00  3.9137204e+00  7.0376120e+00]",happy
"[-461.52057      80.435684     15.43898     -12.798283      0.6877118
    7.2290444   -10.601746     -4.0729723   -13.283438      0.7306566
  -14.575522     -8.8880825    -4.4247813    -4.6454124    -0.8676555
    1.0011994     1.0867858    13.725113      0.67940235   -2.1056588
    5.1870155     4.040402      4.158298      8.120813     -2.4344118
    5.0031495    -0.86660224    7.4232807    -2.135585      6.293807
    1.358602      6.381176      2.510128      1.8124595     2.255938
    5.2298536     3.4894707     8.4674425     7.1836963     9.213693  ]",happy
"[-456.06308      84.61639      18.602264     -8.537808      5.4715137
    3.1482904   -10.6236        3.4721198   -15.430013     -7.7330503
   -7.4560027    -9.998751     -3.0265899    -1.7842861    -2.9370625
    1.4205618    -1.6661016    12.478245     -0.70782936    1.4405793
    2.9331532     1.1304827    -1.773318      4.2960196    -4.127049
    8.057407      2.022225     10.548694      0.63668317    5.3166876
    1.7197156     4.86989       1.8183278     4.1353283     2.3872874
    5.8686085     3.0074396     3.9300427     3.7930698     7.0008736 ]",happy
"[-4.6027258e+02  6.9710968e+01  2.7399101e+01 -5.7481737e+00
  1.6597486e+00  1.5920775e+00 -8.7502928e+00  1.6047992e-01
 -9.6249924e+00 -3.1105828e+00 -1.0802437e+01 -7.0760431e+00
 -2.3723757e+00  1.0132014e+00  2.0472121e+00  3.3542588e+00
  1.8194058e+00  1.1708662e+01 -3.5221756e-01 -3.8707381e-01
  1.4989456e+00  1.5701721e+00 -2.7032006e+00  5.9553308e+00
 -4.6790986e+00  6.8730135e+00  3.6214802e+00  1.0031466e+01
  2.2954433e+00  9.0442667e+00  3.4617794e+00  7.4516129e+00
  3.4761384e+00  4.0575895e+00  4.2435217e+00  6.7515240e+00
  6.5810542e+00  8.7455397e+00  6.2163987e+00  1.0233643e+01]",happy
"[-4.4183847e+02  8.1076584e+01  2.1228819e+01 -4.1009817e+00
  1.2054853e+00 -4.0689864e+00 -1.2226767e+01  2.0181611e-02
 -1.1443464e+01 -4.9626622e+00 -1.3370758e+01 -1.2859564e+01
 -1.6165020e+00 -2.0588653e+00 -7.3233739e-02  4.3288159e+00
 -3.2283779e-02  1.3255297e+01  1.5219617e+00 -4.2137006e-01
  1.9614016e+00  1.6120206e+00 -1.9103694e+00  4.4354768e+00
 -4.2690501e+00  3.6287658e+00  1.2733573e+00  9.7654390e+00
  2.7824404e+00  1.0691204e+01  6.2625751e+00  7.3157926e+00
  5.2674308e+00  4.9026918e+00  4.1927490e+00  7.5547996e+00
  7.2673664e+00  7.9785395e+00  5.5069814e+00  8.6341991e+00]",happy
"[-4.3687369e+02  7.8885277e+01  2.1534697e+01 -4.8222914e+00
 -8.3257761e+00 -2.7847037e+00 -9.9840908e+00 -2.3489988e+00
 -1.5855864e+01 -6.4998493e+00 -1.2624242e+01 -1.0092254e+01
 -7.7394998e-01  6.6590410e-01  4.3539906e+00  3.1429358e+00
  1.5743939e+00  9.9607048e+00 -1.6276332e+00 -2.4508147e+00
  1.5490170e+00  1.4120198e+00 -3.3680341e-01  5.5673742e+00
 -1.5076393e+00  6.8203230e+00  5.5078764e+00  9.7572641e+00
  1.7425047e+00  7.9211283e+00  3.5486350e+00  5.5796490e+00
  2.0867951e+00  4.2572498e+00  3.7151866e+00  9.1703243e+00
  7.4649472e+00  8.9707642e+00  5.1729045e+00  9.8730392e+00]",happy
"[-4.4335709e+02  9.4044945e+01  2.0555330e+01 -1.0046564e+01
 -9.6143752e-01 -2.2362983e+00 -1.6361502e+01  8.1975275e-01
 -1.7526218e+01 -2.1976078e+00 -1.6210396e+01 -8.6392889e+00
 -3.9212785e+00 -5.5882001e+00 -1.0045269e+00 -1.7117248e-01
 -1.6493003e+00  1.2468080e+01  8.0196476e-01 -2.4727490e+00
  4.3975954e+00 -4.7416005e-01 -5.5892044e-01  5.4279270e+00
 -5.1263561e+00  5.5171781e+00  5.7921290e-01  8.9847221e+00
  2.9481673e+00  7.1941528e+00  1.8309340e+00  7.5316801e+00
  3.3350604e+00  5.4448867e+00  3.8083949e+00  5.5781560e+00
  1.4055047e+00  3.1789517e+00  4.6268039e+00  8.8427134e+00]",happy
"[-4.4876660e+02  8.7893227e+01  2.2834337e+01 -1.0333120e+01
 -7.9997473e+00 -1.3162038e+00 -1.1233138e+01 -1.4113985e+00
 -1.4576488e+01 -6.3460846e+00 -1.1991940e+01 -8.3230953e+00
 -3.0441923e+00 -6.3721895e-01  1.0098405e+00  5.4292531e+00
  5.0026119e-01  1.0164209e+01  1.3833678e+00 -2.0899224e+00
 -5.4113221e-01  3.1039007e-02 -1.1914144e+00  3.3553317e+00
 -5.6374612e+00  3.4263752e+00 -3.0252644e-01  7.7155700e+00
  5.0845537e+00  9.1253595e+00  7.4572453e+00  8.2230167e+00
  6.6276054e+00  6.1080294e+00  6.9906039e+00  1.0354862e+01
  7.6084461e+00  9.2484236e+00  5.7584047e+00  9.2274208e+00]",happy
